,Username,Link,Text,Human,Chat GPT (AI),Date
,tembok_custom,https://www.tiktok.com/@tembok_custom,"wangi nya enak, lembut manis, bikin adem  produk scentplus emang keren semua",Positif,Positif,02/01/2024
,tontonid,https://www.tiktok.com/@tontonid,pesan nya lama banget event akhir tahun dikirim tanggal lima Januari,Negatif,Negatif,02/01/2024
,ciko1lanang,https://www.tiktok.com/@ciko1lanang,Lama banget pengantaran,Negatif,Negatif,02/01/2024
,jujutsukaisen962,https://www.tiktok.com/@jujutsukaisen962,"kaya bacarat tapi lebih bold sensasi nya aku lebih suka dominant
",Positif,Positif,02/01/2024
,rastamwww,https://www.tiktok.com/@rastamwww,Dominant sama side effect lebih enak mana kak?,Netral,Netral,02/01/2024
,desisetyawan116,https://www.tiktok.com/@desisetyawan116,rekomendasi buat acara formal apa ka,Positif,Positif,02/01/2024
,zaki_17xxxxx,https://www.tiktok.com/@zaki_17xxxxx,langsung aku beli karena host nya cantik dan baik,Positif,Positif,02/01/2024
,irwandhwis04,https://www.tiktok.com/@irwandhwis04,sebelum kakak nya campur saya sudah pernah campur dulu parfrum nya kak dan wangi nya mantap banget,Positif,Positif,02/01/2024
,dilzzstay,https://www.tiktok.com/@dilzzstay,kak kalo yang buat outdor lebih cocok yang mana,Netral,Netral,02/01/2024
,winata_54321,https://www.tiktok.com/@winata_54321,sudah seminggu paket hijau aku belum sampai ini bos lama banget asli,Negatif,Negatif,02/01/2024
,xiaoyanasli,https://www.tiktok.com/@xiaoyanasli,Buset ini Admin Scentplus Aktif Banget Bales komen emang cocok jadi parfum lokal nomer 1,Positif,Positif,02/01/2024
,ucoklabamba,https://www.tiktok.com/@ucoklabamba,asli kak wangi banget dominant sampe di jadiin pengharum kasur,Positif,Positif,02/01/2024
,frn390,https://www.tiktok.com/@frn390,aku beli selalu dapet yang palsu,Negatif,Negatif,02/01/2024
,yourcourir,https://www.tiktok.com/@yourcourir,wangi nya bentar banget mana mahal lagi,Negatif,Negatif,01/01/2024
,sultanputra28,https://www.tiktok.com/@sultanputra28,"botol nya scentplus, tapi isi nya lain",Negatif,Negatif,01/01/2024
,rezafran_,https://www.tiktok.com/@rezafran_,"pembohong iklan nya
",Negatif,Negatif,01/01/2024
,raisafiqranuha8,https://www.tiktok.com/@raisafiqranuha8,cowok aku pakai ini sampai nempel ke baju aku jadi kangen ,Positif,Positif,01/01/2024
,zidanolshop03,https://www.tiktok.com/@zidanolshop03,parfum bagus untuk baju aku,Positif,Positif,01/01/2024
,dikk1_03,https://www.tiktok.com/@dikk1_03,wangi nya dominant kaya bedak bayi lembut banget,Positif,Positif,01/01/2024
,notload34,https://www.tiktok.com/@notload34,cewek aku malah gak suka aroma wangi nya,Negatif,Negatif,01/01/2024
,asdfasdf7541,https://www.tiktok.com/@asdfasdf7541,"kak aku ngerasa wangi dari side effect gak kaya dulu daya tahan nya, sekarang cepet banget hilang",Negatif,Negatif,01/01/2024
,zackstillblue,https://www.tiktok.com/@zackstillblue,jujur dominant di tambah side effect emang seenak itu kalo di campur,Positif,Positif,01/01/2024
,antwill24,https://www.tiktok.com/@antwill24,Dominant di tambah Side Effect = Bau Surga saking enak nya,Positif,Positif,01/01/2024
,tembok_custom,https://www.tiktok.com/@tembok_custom,Dominant dan side effect dua parfum andalan aku,Positif,Positif,01/01/2024
,yahahahaha1011,https://www.tiktok.com/@yahahahaha1011,dominant sudah jadi parfum utama aku karena sudah cocok sama wangi nya,Positif,Positif,01/01/2024
,anakmapa__1,https://www.tiktok.com/@anakmapa__1,side effect terlalu pekat jadi nya bikin pusing,Negatif,Negatif,01/01/2024
,bagazzssaputtra,https://www.tiktok.com/@bagazzssaputtra,Dari dulu punya aku juga aku campur wangi nya enak,Positif,Positif,01/01/2024
,alie_new24,https://www.tiktok.com/@alie_new24,"lebih suka dominant wangi nya segar, ramah dan tidak bikin pusing",Positif,Positif,01/01/2024
,wahyuilahi540,https://www.tiktok.com/@wahyuilahi540,kak saya beli parfum dominant kok bau nya hampir sama kaya parfum kasturi ya kak enak dan mewah banget bau nya,Positif,Positif,01/01/2024
,tinkblazell_,https://www.tiktok.com/@tinkblazell_,dari lama aku kaya gini tapi pake for him dan dominat wangi nya lembut dan manis banget,Positif,Positif,01/01/2024
,kaceangnn_,https://www.tiktok.com/@kaceangnn_,pengemasan rusak,Negatif,Negatif,01/01/2024
,donil_matah,https://www.tiktok.com/@donil_matah,pro player bikin baju putih aku kuning kena parfum nya jadi kecewa sama scentpluts,Negatif,Negatif,01/01/2024
,hamdanilestaluhu,https://www.tiktok.com/@hamdanilestaluhu,aku beli di lazada malah palsu semua,Negatif,Negatif,01/01/2024
,malvinogilardino,https://www.tiktok.com/@malvinogilardino,side effect suka banget sama wangi nya,Positif,Positif,31/12/2023
,lovroaliyen,https://www.tiktok.com/@lovroaliyen,auto beli kalo host nya cantik gini,Positif,Positif,31/12/2023
,dianmardiansyah02,https://www.tiktok.com/@dianmardiansyah02,bohong saya aja sudah beli tiga kali tetap aja jomblo ,Negatif,Negatif,31/12/2023
,annanurbaiti,https://www.tiktok.com/@annanurbaiti,"Kalau aku lebih suka sama dominant, wangi nya tidak kalah sama parfum luar negeri",Positif,Positif,31/12/2023
,sonybangun,https://www.tiktok.com/@sonybangun,kalo boleh saran sih kalo bisa ketahanan wangi nya agak dibuat lebih tahan lama biar makin mantap parfum nya,Positif,Positif,31/12/2023
,my.bee11,https://www.tiktok.com/@my.bee11,tadi sore baru datang dominant lima puluh mili emang wangi sesuai iklan nya,Positif,Positif,31/12/2023
,bestie_on.line,https://www.tiktok.com/@bestie_on.line,bakal stok banyak kalo jadi buat nya  dua parfum paling enak aku rela nimbun biar tidak kehabisan ,Positif,Positif,31/12/2023
,dealwithdel,https://www.tiktok.com/@dealwithdel,TOLONG ADMIN SCENTPLUS BUATIN VARIAN DOMINANT DI CAMPUR SIDE EFFECT,Positif,Positif,31/12/2023
,milanisti955,https://www.tiktok.com/@milanisti955,akhir nya bakal ada varian baru lagi dari scentplus pasti bakal viral nih kalo sudah jadi,Positif,Positif,31/12/2023
,sixteen_march,https://www.tiktok.com/@sixteen_march,aku dukung kak pasti bakalan bagus nih dominant dan side effect,Positif,Positif,31/12/2023
,labolod,https://www.tiktok.com/@labolod,aku sudah punya kedua nya pas nyoba langsung ketagihan sama wangi nya,Positif,Positif,31/12/2023
,areef196,https://www.tiktok.com/@areef196,ONS di tambah Proplayer tidak kalah wangi nya lembut dan sejuk banget,Positif,Positif,31/12/2023
,ivanadhitya3,https://www.tiktok.com/@ivanadhitya3,hrny dulu sama sekarang kok kualitas kayak menurun sekarang kayak lebih cepet hilang bau nya kurang tahan lama tidak kaya dulu,Negatif,Negatif,31/12/2023
,rizkysaputraa044,https://www.tiktok.com/@rizkysaputraa044,buat parfum lokal dominant tidak ada lawan nya sudah paling terbaik,Positif,Positif,30/12/2023
,dixie_yourmine,https://www.tiktok.com/@dixie_yourmine,aku sudah pernah beli nyesel banget beli belum sampai lima menit sudah hilang tuh bau‍,Negatif,Negatif,30/12/2023
,syahren.ah,https://www.tiktok.com/@syahren.ah,bukan main emang sudah ketiga kali nya beli Dominant tidak pernah kecewa,Positif,Positif,30/12/2023
,lynxx._9,https://www.tiktok.com/@lynxx._9,liat iklan nya tidak aku lewatin enak banget liat kecantikan host nya,Positif,Positif,30/12/2023
,shadiqul_aqwall,https://www.tiktok.com/@shadiqul_aqwall,itu mah omongan nya doang kali kita yang pakai depan dia langsung tidak mungkin dia meluk kita langsung,Negatif,Negatif,30/12/2023
,leboyy03,https://www.tiktok.com/@leboyy03,harga sesuai kualitas ,Positif,Positif,30/12/2023
,rrq.stevennn,https://www.tiktok.com/@rrq.stevennn,"DOMINANT PRO PLAYER DI CAMPUR MR CRUSH TERBAIK
",Positif,Positif,30/12/2023
,salehgunawangunaw5,https://www.tiktok.com/@salehgunawangunaw5,iya bener ka wangi banget aku sudah coba,Positif,Positif,30/12/2023
,ilmudaribukuu,https://www.tiktok.com/@ilmudaribukuu,dominant parfum aku banget,Positif,Positif,30/12/2023
,asalole_icikiwire,https://www.tiktok.com/@asalole_icikiwire,pengen beli takut nya tidak sesuai ekspektasi takut tidak enak bau nya,Negatif,Negatif,30/12/2023
,ostlegion,https://www.tiktok.com/@ostlegion,mau nanya ka ini asli scentplus ga ka?,Netral,Netral,30/12/2023
,farezzzztuuu,https://www.tiktok.com/@farezzzztuuu,parah sudah lima hari menunggu kurir terus,Negatif,Negatif,29/12/2023
,dutaepik61,https://www.tiktok.com/@dutaepik61,aku sudah beli dominant yang lima puluh mili wangi nya enak banget tahan dua jam ,Positif,Positif,29/12/2023
,renufa,https://www.tiktok.com/@renufa,sudah pesen dari satu minggu pesen belum datang ,Negatif,Negatif,29/12/2023
,ikhsanbukanintapayong,https://www.tiktok.com/@ikhsanbukanintapayong,parfum aku masih belum sampai juga kak lama banget pengiriman nya,Negatif,Negatif,29/12/2023
,renoalfaqihh,https://www.tiktok.com/@renoalfaqihh,baru saya beli ternyata palsu padahal satu itu lima puluh ribu,Negatif,Negatif,29/12/2023
,rynputra14,https://www.tiktok.com/@rynputra14,Gede parfum nya sesuai lah sama harga nya,Positif,Positif,29/12/2023
,luxzkyyy_ft_wannz,https://www.tiktok.com/@luxzkyyy_ft_wannz,aku beli side effect dapet yang palsu mulu gimana nih kak,Negatif,Negatif,29/12/2023
,retnowijaya.pras2,https://www.tiktok.com/@retnowijaya.pras2,enak banget wangi nya dan parfum nya baru sampai makasih kak,Positif,Positif,28/12/2023
,ddwith_,https://www.tiktok.com/@ddwith_,buat kodangan apa ka,Netral,Netral,28/12/2023
,phacul.freak,https://www.tiktok.com/@phacul.freak,"lama ngirim nya, sudah mau seminggu belum di kirim",Negatif,Negatif,28/12/2023
,faliqkhairulazman,https://www.tiktok.com/@faliqkhairulazman,suka boong nih iklan,Negatif,Negatif,28/12/2023
,ghaziii76,https://www.tiktok.com/@ghaziii76,"andalan aku pas sekolah dominant langsung berasa jadi artis sekolah 
",Positif,Positif,28/12/2023
,sigit_rodriguez,https://www.tiktok.com/@sigit_rodriguez,dominant sama pro player him paling enak,Positif,Positif,27/12/2023
,_arsyaddd_,https://www.tiktok.com/@_arsyaddd_,Parfum apaan ini panas kena kulit,Negatif,Negatif,27/12/2023
,ferdi.ferdi306,https://www.tiktok.com/@ferdi.ferdi306,pengemasan nya sering rusak,Negatif,Negatif,27/12/2023
,anr_norival,https://www.tiktok.com/@anr_norival,"Kok ongkir nya mahal banget, harga nya jadi ga worth it ",Negatif,Negatif,27/12/2023
,leevinhan,https://www.tiktok.com/@leevinhan,"aku ketipu nama merek nya juga, sama sama scentplus pas Dateng yang palsu",Negatif,Negatif,27/12/2023
,dwiaguswidodo0,https://www.tiktok.com/@dwiaguswidodo0,Ongkir nya terlalu mahal untuk ukuran parfum,Negatif,Negatif,27/12/2023
,tarub3806,https://www.tiktok.com/@tarub3806,Pesanan aku belom sampai,Negatif,Negatif,26/12/2023
,uthakathaa,https://www.tiktok.com/@uthakathaa,tadi nya mau beli tapi karena host nya Sarah viloid tidak dulu deh,Negatif,Negatif,26/12/2023
,iqbaljulypratamaaaaa12,https://www.tiktok.com/@iqbaljulypratamaaaaa12,aku sudah coba side effect pokok nya mantep banget nih parfum,Positif,Positif,26/12/2023
,www.seadanya,https://www.tiktok.com/@www.seadanya,males banget mau beli ongkir lebih mahal dari pada harga parfum nya,Negatif,Negatif,26/12/2023
,karepku139,https://www.tiktok.com/@karepku139,di pulau Bali mahal banget ongkir nya ,Negatif,Negatif,26/12/2023
,muhammadjadjialaf,https://www.tiktok.com/@muhammadjadjialaf,aku sudah beli yang hrny premium sama yang mr crush asli enak banget wangi nya,Positif,Positif,26/12/2023
,presidenmars18,https://www.tiktok.com/@presidenmars18,tetap Dominant sih enak banget dan tahan dua belas jam di baju cewek aku minta di manja terus,Positif,Positif,25/12/2023
,boksfor11,https://www.tiktok.com/@boksfor11,jelek banget nih parfum baru di semprot bau nya langsung hilang,Negatif,Negatif,25/12/2023
,_21mikolassaputra,https://www.tiktok.com/@_21mikolassaputra,untuk pengiriman dari cirebon ke riau berapa lama ka,Netral,Netral,25/12/2023
,anakwayank92,https://www.tiktok.com/@anakwayank92,aer doang wangi nya tidak sampai tiga menit hilang,Negatif,Negatif,25/12/2023
,kh01ru1_,https://www.tiktok.com/@kh01ru1_,side effect wangi nya bikin kangen,Positif,Positif,25/12/2023
,viscountmoba,https://www.tiktok.com/@viscountmoba,side effect emang kurang cocok buat out dor kaya bau nya kurang,Negatif,Negatif,24/12/2023
,user5957386993834,https://www.tiktok.com/@user5957386993834,tetep mr crush black edition sudah buktikan tahan dua belas jam tahan wangi nya di baju,Positif,Positif,24/12/2023
,abang_wahyudin,https://www.tiktok.com/@abang_wahyudin,enak banget yang ini unik sih aroma nya,Positif,Positif,24/12/2023
,inisiapa183,https://www.tiktok.com/@inisiapa183,Parfum murah pasti tidak tahan lama,Negatif,Negatif,24/12/2023
,rarieuttv,https://www.tiktok.com/@rarieuttv,sudah langganan enak banget tidak pernah kecewa deh sama scentplus,Positif,Positif,24/12/2023
,dodik2105,https://www.tiktok.com/@dodik2105,lama banget seminggu belum di kirim,Negatif,Negatif,24/12/2023
,dark.postman,https://www.tiktok.com/@dark.postman,heran sama yang ketipu  padahal tinggal beli di toko scantplus official ,Negatif,Negatif,24/12/2023
,el_mnpo10,https://www.tiktok.com/@el_mnpo10,emang dari dulu aku suka sama nih Scentplus apalagi yang varian Side Effect wangi nya tidak mengecewakan emang parfum nomor 1,Positif,Positif,24/12/2023
,gw_cium_nih_bibirnya,https://www.tiktok.com/@gw_cium_nih_bibirnya,"iklan pembohong yang bikin cewe nempel ke cowok itu bukan parfum, tapi duit dari harta warisan cowok",Negatif,Negatif,24/12/2023
,ahmadali_ibrahim16,https://www.tiktok.com/@ahmadali_ibrahim16,tetap pemenang nya yang pro player dominant wangi nya lembut banget,Positif,Positif,23/12/2023
,anwr_yxy,https://www.tiktok.com/@anwr_yxy,tidak tahan lama,Negatif,Negatif,22/12/2023
,giantid,https://www.tiktok.com/@giantid,tidak lagi lagi beli tidak tau lagi mana yang asli dan mana yang palsu ,Negatif,Negatif,22/12/2023
,kevinarisandi2,https://www.tiktok.com/@kevinarisandi2,aku pakai yang dominant emang bener wangi banget ,Positif,Positif,22/12/2023
,dendasuryapurnama,https://www.tiktok.com/@dendasuryapurnama,side effect sama dominant sudah coba emang top banget wangi nya,Positif,Positif,21/12/2023
,_netkidss,https://www.tiktok.com/@_netkidss,kak kalo beli langsung di tempat nya Cirebon bisa ga ka,Netral,Netral,21/12/2023
,awiihoww,https://www.tiktok.com/@awiihoww,"yang sering ketipu itu kaum mendang mendingin harga, tau lah orang Indonesia kayak gimana",Negatif,Negatif,21/12/2023
,garismiring281,https://www.tiktok.com/@garismiring281,side effect bau nya enak banget,Positif,Positif,21/12/2023
,ononihaa_,https://www.tiktok.com/@ononihaa_,"toko apaan kaya gini ongkir lebih mahal dari pada harga parfum nya, aneh banget",Negatif,Negatif,21/12/2023
,zackstillblue,https://www.tiktok.com/@zackstillblue,tidak kecewa sih beli dominant awet buat motoran dan wangi nya enak,Positif,Positif,20/12/2023
,nbilll911,https://www.tiktok.com/@nbilll911,pengen beli yang tiga puluh lima mili tapi mahal weh belum nyukup duit nya,Negatif,Negatif,20/12/2023
,muhmdfirgiawan,https://www.tiktok.com/@muhmdfirgiawan,sudah empat kali beli minyak wangi palsu di tempat toko yang berbeda,Negatif,Negatif,20/12/2023
,baruknetas.05,https://www.tiktok.com/@baruknetas.05,side effect dan mr crush black tidak ada lawan,Positif,Positif,20/12/2023
,ariiqbal007,https://www.tiktok.com/@ariiqbal007,yang ketipu cari yang murah dan tidak ada duit wkwkwkw,Negatif,Negatif,20/12/2023
,ahmad.gojali48,https://www.tiktok.com/@ahmad.gojali48,wah mantap nih produk parfum marketing nya keren dan niat,Positif,Positif,20/12/2023
,berot4k.senku,https://www.tiktok.com/@berot4k.senku,mau nanya ka dominant cocok buat jomblo ga ka,Netral,Netral,20/12/2023
,dedehaw400,https://www.tiktok.com/@dedehaw400,aku beli sudah bayar juga kok belum di kirim juga,Negatif,Negatif,20/12/2023
,bagusshofyan,https://www.tiktok.com/@bagusshofyan,ka mau nanya kata nya tik tok shop udah mau tutup lagi?,Netral,Netral,19/12/2023
,riyadiinaazl,https://www.tiktok.com/@riyadiinaazl,di toko oren nama toko nya apa kak,Netral,Netral,19/12/2023
,ariframlan,https://www.tiktok.com/@ariframlan,dominant wangi nya cocok banget buat jalan jalan,Positif,Positif,19/12/2023
,cari_inf0,https://www.tiktok.com/@cari_inf0,kak ada botol khusus testimoni tidak ka,Netral,Netral,19/12/2023
,vkvanhellsing,https://www.tiktok.com/@vkvanhellsing,saking enak nya di beliin side effect malah di jadiin pengharum kamar sama kaka aku,Positif,Positif,19/12/2023
,kaptenfazz8,https://www.tiktok.com/@kaptenfazz8,mantap sih wangi nya tahan lama banget,Positif,Positif,19/12/2023
,sarpep79,https://www.tiktok.com/@sarpep79,kemahalan ongkir nya,Negatif,Negatif,19/12/2023
,action.camera.bekasi,https://www.tiktok.com/@action.camera.bekasi,dominant wangi nya kaya cowok alay melehoy,Negatif,Negatif,19/12/2023
,reyhand.fahrezi,https://www.tiktok.com/@reyhand.fahrezi,kak cewe aku tidak suka mr crush,Negatif,Negatif,18/12/2023
,fahricobain94,https://www.tiktok.com/@fahricobain94,ongkir lebih Mahal dari pada harga parfum nya,Negatif,Negatif,18/12/2023
,bobale95,https://www.tiktok.com/@bobale95,kak kenapa kaos dominat nya ga di jual kak,Netral,Netral,18/12/2023
,rangga_el_17,https://www.tiktok.com/@rangga_el_17,Mr crush tetep jadi andalan buat olahraga,Positif,Positif,18/12/2023
,sayatidaktau00_,https://www.tiktok.com/@sayatidaktau00_,side effect emang keren bau nya enak banget tahan lama juga,Positif,Positif,18/12/2023
,iwanputrakediri,https://www.tiktok.com/@iwanputrakediri,sudah pernah pakai side effect kalo menurut aku terlalu nusuk,Negatif,Negatif,18/12/2023
,superboy1312115,https://www.tiktok.com/@superboy1312115,dominant sama side effect enak semua wangi nya bikin aku ketagihan beli,Positif,Positif,17/12/2023
,tistiss_,https://www.tiktok.com/@tistiss_,lagi murah banget bisa bisa nya dominant empat puluh ribu,Positif,Positif,17/12/2023
,hadihabibi24,https://www.tiktok.com/@hadihabibi24,Mr Crush Black saya Suka Wangi Nya Dan Staycation,Positif,Positif,17/12/2023
,excyanz,https://www.tiktok.com/@excyanz,saking mantap nya dominant sampai cewek aku nyuruh make dominant terus pas ketumuan ,Positif,Positif,17/12/2023
,zaki..rahman,https://www.tiktok.com/@zaki..rahman,parfum kamu mahal kak,Negatif,Negatif,17/12/2023
,rasyidrilex,https://www.tiktok.com/@rasyidrilex,aku suka cara nya cium wangi nya keren jadi kita tau sewangi itu dan senyaman itu parfum nya,Positif,Positif,16/12/2023
,riomcay,https://www.tiktok.com/@riomcay,ada parfum buat anak sekolah gak kak,Netral,Netral,16/12/2023
,kennzz_23,https://www.tiktok.com/@kennzz_23,sudah pernah nyobain dominant enak banget,Positif,Positif,16/12/2023
,alfin3406,https://www.tiktok.com/@alfin3406,saya sudah punya semua parfum dari scentplus enak semua aroma nya kaya parfum jutaan,Positif,Positif,16/12/2023
,jailanilaia,https://www.tiktok.com/@jailanilaia,saya suda sering pesan emang tidak ada lawan nya parfum scentplus,Positif,Positif,16/12/2023
,ucbrowser_official,https://www.tiktok.com/@ucbrowser_official,mahal banget ongkir nya lebih mahal dari parfum nya ka,Negatif,Negatif,15/12/2023
,bagundal_69,https://www.tiktok.com/@bagundal_69,sekali semprot satu jam sudah hilang wangi nya,Negatif,Negatif,15/12/2023
,herkan.effendi,https://www.tiktok.com/@herkan.effendi,dominant parfum terenak di tahun ini,Positif,Positif,15/12/2023
,shakilaputri51220,https://www.tiktok.com/@shakilaputri51220,mahal banget harga parfum nya kak mending beli ayam bakar,Negatif,Negatif,15/12/2023
,baymax_ysr,https://www.tiktok.com/@baymax_ysr,"Aku pakai staycation, lebih enak wangi nya",Positif,Positif,15/12/2023
,dyreff,https://www.tiktok.com/@dyreff,parfum side effect pas sudah seminggu di hoodie wangi nya tetap ada seperti wangi coklat mantap betul,Positif,Positif,15/12/2023
,ajiwekwek,https://www.tiktok.com/@ajiwekwek,takut nya entar yang datang parfum lain,Negatif,Negatif,15/12/2023
,xyz.b27,https://www.tiktok.com/@xyz.b27,aku lebih suka dominant di campur side effect asli parah sih wangi nya perfect,Positif,Positif,15/12/2023
,rhovi.aza,https://www.tiktok.com/@rhovi.aza,sumpah yang side effect kaya tai bau nya tidak enak banget nyesel sudah beli,Negatif,Negatif,15/12/2023
,sandika3300,https://www.tiktok.com/@sandika3300,ini aku test beli yang sepuluh mili wangi nya sumpah enak banget sampe aku semprot ke alat sholat,Positif,Positif,15/12/2023
,32gas,https://www.tiktok.com/@32gas,iklan nya ngeri bagus banget visual nya,Positif,Positif,15/12/2023
,di10.store23,https://www.tiktok.com/@di10.store23,Wangi sabun mandi nyesel beli,Negatif,Negatif,15/12/2023
,satebaksomieayamrendang,https://www.tiktok.com/@satebaksomieayamrendang,dominant bau nya tidak enak parah bau permen basi gitu,Negatif,Negatif,15/12/2023
,varfil25,https://www.tiktok.com/@varfil25,saya beli malah tidak enak wanggi nya Wanggi nya nyegat banget,Negatif,Negatif,15/12/2023
,pilot_jetty,https://www.tiktok.com/@pilot_jetty,kakak aku sudah pakai side effect wangi nya tidak ada tanding aku suka banget sama wangi nya,Positif,Positif,15/12/2023
,sorryb3lly,https://www.tiktok.com/@sorryb3lly,kok aku tidak suka bau dominant ya walaupun aku baru beli,Negatif,Negatif,15/12/2023
,nawi1976,https://www.tiktok.com/@nawi1976,dulu beli yg dominant kok pas datang tidak ada kemasan box nya cuma di bungkus plastik doang,Negatif,Negatif,15/12/2023
,agungsiswantoaluminium,https://www.tiktok.com/@agungsiswantoaluminium,dulu tiga puluh ribut dapat tiga sekarang mahal,Negatif,Negatif,15/12/2023
,myth1st,https://www.tiktok.com/@myth1st,pernah cobain dominant tidak cocok sama wangi nya,Negatif,Negatif,15/12/2023
,johanes_prasetyoo,https://www.tiktok.com/@johanes_prasetyoo,mau nanya ka parfum scentplus makai bibit ga ka,Netral,Netral,15/12/2023
,xxannz4,https://www.tiktok.com/@xxannz4,keren selalu inovasi dan kreatif bikin iklan nya,Positif,Positif,15/12/2023
,kin666pm,https://www.tiktok.com/@kin666pm,varian yang paling laris terjual apa kak,Netral,Netral,15/12/2023
,mj_voxzy.0107,https://www.tiktok.com/@mj_voxzy.0107,kak pengen tapi ongkir ke Aceh tujuh puluh ribu jadi males beli nya,Negatif,Negatif,15/12/2023
,hadiprayitno753,https://www.tiktok.com/@hadiprayitno753,bau parfum nya cepet hilang,Negatif,Negatif,15/12/2023
,dody_cs,https://www.tiktok.com/@dody_cs,pernah beli yang dominant kurang tahan lama satu jam sudah hilang wangi nya,Negatif,Negatif,15/12/2023
,imam_sayfullah,https://www.tiktok.com/@imam_sayfullah,kapok saya beli parfum online yang kata nya tahan lama baru juga kena angin barapa jam sudah hilang wangi nya,Negatif,Negatif,14/12/2023
,apipapipupp,https://www.tiktok.com/@apipapipupp,enakan pro player for him ketimbang dominant dominant bau nya aneh,Negatif,Negatif,14/12/2023
,upload_ulang123,https://www.tiktok.com/@upload_ulang123,produk tidak lengkap di keranjang kuning,Negatif,Negatif,14/12/2023
,faiqa.com.1,https://www.tiktok.com/@faiqa.com.1,kemahalan buat ukuran parfum lokal,Negatif,Negatif,14/12/2023
,montirpalsu,https://www.tiktok.com/@montirpalsu,aku nyoba punya temen bau nya enak banget kaya bapak bapak mau berangkat jumatan,Positif,Positif,14/12/2023
,cogal_cowotegal86,https://www.tiktok.com/@cogal_cowotegal86,biasa aja wangi nya kaya parfum lokal yang murahan,Negatif,Negatif,14/12/2023
,akykoo,https://www.tiktok.com/@akykoo,side effect andalan aku buat kuliah,Positif,Positif,14/12/2023
,dewisandra_9,https://www.tiktok.com/@dewisandra_9,Dominant suami aku tidak suka wangi nya,Negatif,Negatif,14/12/2023
,zidniilma85,https://www.tiktok.com/@zidniilma85,aku yang setia ke HRNY premium soft banget dan bikin ketagihan wangi nya,Positif,Positif,14/12/2023
,kenamental624,https://www.tiktok.com/@kenamental624,di awal kaya wangi obat sirup parfum nya ka,Negatif,Negatif,14/12/2023
,muhammadjadjialaf,https://www.tiktok.com/@muhammadjadjialaf,hrny premium enak banget wangi nya seger kaya abis mandi,Positif,Positif,14/12/2023
,aris12224,https://www.tiktok.com/@aris12224,bagus kakak botol dominant nya kaya parfum mahal,Positif,Positif,14/12/2023
,anak.bujang.maran,https://www.tiktok.com/@anak.bujang.maran,ga ada yang tahan lama nih parfum,Negatif,Negatif,14/12/2023
,_timo88,https://www.tiktok.com/@_timo88,penjualan terlairs banget nih parfum muncul terus di beranda aku,Positif,Positif,14/12/2023
,konichiwwaaaaa,https://www.tiktok.com/@konichiwwaaaaa,boong ah,Negatif,Negatif,14/12/2023
,nani56945,https://www.tiktok.com/@nani56945,terakhir order msih via web sekarang sudah jadi top 1 parfum di tik tok aja,Positif,Positif,14/12/2023
,ny.mandu,https://www.tiktok.com/@ny.mandu,bener banget yang side effect aku suka banget nyium nyium terus pacar aku terus kalo ketemu gara gara pake parfum ini,Positif,Positif,14/12/2023
,6abriellll,https://www.tiktok.com/@6abriellll,"beli dua kali dengan tempat sama, sama sama tidak sampai barang nya di lokasi",Negatif,Negatif,14/12/2023
,twnty2wo_,https://www.tiktok.com/@twnty2wo_,Dominant sama mr.crush black masih jadi andalan,Positif,Positif,14/12/2023
,ndoroo_slamet,https://www.tiktok.com/@ndoroo_slamet,jagan percaya sama iklan boong,Negatif,Negatif,14/12/2023
,toryvictory_,https://www.tiktok.com/@toryvictory_,sticker botol nya lepas lepas di ujung nya kaya buru buru dipasang jadi di pegang nya tidak enak karena lepas kaya palsu jadi nya,Negatif,Negatif,14/12/2023
,.bungawo,https://www.tiktok.com/@.bungawo,aku beli side effect tapi wangi nya cuma satu jam hilang,Negatif,Negatif,14/12/2023
,kenzokingkafe,https://www.tiktok.com/@kenzokingkafe,karena side effect wangi nya enak banget jadi nya  cewek aku mau di ajak ketemuan terus,Positif,Positif,14/12/2023
,bs.doa,https://www.tiktok.com/@bs.doa,kualitas nya jelek di baju putih membekas parfum nya,Negatif,Negatif,14/12/2023
,andrifebriansyah22,https://www.tiktok.com/@andrifebriansyah22,Side Effect selalu jadi andalan wangi nya unik dan mewah aku suka banget sama wangi nya sudah habis tiga kemarin baru sampai lagi selanjut nya mau coba beli dua Side Effect dan dominant,Positif,Positif,13/12/2023
,naufalkhalishrpp,https://www.tiktok.com/@naufalkhalishrpp,kenapa side effect punya aku awal sampai emang wangi tapi setelah sebulan wangi nya malah berkurang tuh parfum sejam doang tahan aroma nya,Negatif,Negatif,13/12/2023
,baruknetas.05,https://www.tiktok.com/@baruknetas.05,menurut saya side effect dan mr crush black lahh yang paling enak,Positif,Positif,13/12/2023
,proargi9_plus,https://www.tiktok.com/@proargi9_plus,mantap nih parfum iklan nya keren dan host nya cantik cantik semua,Positif,Positif,13/12/2023
,acscang,https://www.tiktok.com/@acscang,aku pake dominant wangi nya kaya sultan sultan arab,Positif,Positif,13/12/2023
,wedy_valen,https://www.tiktok.com/@wedy_valen,Mantap kak semoga scentplus bisa mendunia,Positif,Positif,13/12/2023
,fay_cyber,https://www.tiktok.com/@fay_cyber,dominant tidak ada lawan wangi nya enak banget,Positif,Positif,13/12/2023
,sulfian_ahmad,https://www.tiktok.com/@sulfian_ahmad,Wangi nya biasa aja tidak seperti di iklan,Negatif,Negatif,13/12/2023
